BookID,BorrowingID,BorrowerID,BorrowDate,ReturnDate
0224,00101,1377,2020-05-02,2020-05-30
0224,00845,0705,2016-10-25,2016-11-23
0224,01070,0545,2014-01-16,2014-02-04
0224,01696,0823,2018-06-22,2018-07-05
0224,02751,0769,2018-10-22,2018-11-18
0226,00120,1259,2018-11-23,2018-12-15
0226,00235,0152,2022-11-17,2022-11-18
0226,01452,1383,2021-01-19,2021-02-07
0227,02459,1077,2003-06-05,2003-06-28
0228,00802,0699,2004-06-15,2004-06-23
0228,01703,1118,2016-07-25,2016-08-11
0229,00119,0894,2011-02-20,2011-03-14
0229,01172,0148,2015-03-14,2015-03-22
0229,01318,1346,2018-03-12,2018-03-23
0230,01522,0536,2022-05-05,2022-06-01
0231,00462,1209,2005-06-28,2005-07-05
0231,01778,1254,2019-07-26,2019-08-19
0232,00477,1079,2003-07-03,
0232,01157,0133,2020-12-04,2020-12-07
0232,01294,0940,2021-08-18,2021-08-28
0232,01621,0443,2004-11-10,2004-11-18
0232,02582,1350,2009-01-23,2009-02-01
0233,00360,1233,2019-01-08,2019-01-17
0233,00705,0590,2018-09-11,
0233,00810,0060,2022-03-03,2022-03-15
0236,01836,0026,2018-04-22,2018-04-27
0236,02004,0586,2019-03-01,2019-03-08
0236,02954,0031,2015-02-04,2015-02-14
0237,01014,0502,2013-06-09,2013-06-14
0238,00913,0599,2003-07-10,2003-08-09
0239,00510,1223,2014-07-18,2014-08-16
0239,01002,0041,2015-08-21,2015-09-15
0239,01487,0443,2020-01-26,2020-02-12
0239,01980,0516,2006-06-24,2006-07-23
0240,00023,1208,2009-04-23,2009-05-08
0240,00692,0415,2019-09-23,2019-10-10
0240,01276,0280,2006-03-01,2006-03-18
0240,01341,1183,2006-08-22,2006-09-21
0240,02831,0501,2008-10-23,2008-10-25
0241,00071,0495,2022-07-12,2022-08-05
0241,00289,1205,2014-12-25,2015-01-06
0242,00645,1197,2021-01-15,2021-02-03
0242,02441,1357,2014-12-06,2014-12-28
0243,00559,0651,2009-03-25,2009-04-02
0243,00566,0553,2011-09-02,2011-09-28
0243,00867,0694,2002-08-01,2002-08-10
0243,01436,0270,2006-01-02,2006-01-29
0243,02504,0594,2012-05-02,2012-05-05
0244,00687,0238,2006-01-17,2006-02-04
0245,01090,0259,2009-04-01,2009-04-07
0245,02712,1286,2019-01-22,2019-02-06
0246,02074,1358,2018-06-21,2018-07-20
0246,02197,0123,2019-03-17,2019-04-02
0248,01369,0028,2022-12-14,2023-01-09
0248,02328,1153,2002-12-04,2002-12-20
0249,00491,0742,2011-11-24,2011-11-26
0249,02318,0387,2022-04-24,2022-05-14
0249,02416,0874,2013-08-04,2013-09-01
0250,00615,1281,2022-12-10,2022-12-27
0250,01277,1439,2020-10-10,2020-11-03
0251,01244,0451,2011-07-25,2011-08-18
0251,02241,0075,2008-03-03,2008-03-23
0252,00917,1214,2005-03-11,2005-03-15
0252,02832,1258,2014-02-19,2014-02-23
0253,00198,1074,2015-09-09,2015-09-10
0253,02167,0662,2022-08-01,2022-08-15
0254,00505,0098,2022-10-03,2022-10-07
0255,02130,0027,2003-09-17,2003-09-23
0256,00383,0112,2020-05-24,2020-05-28
0256,00755,0318,2011-11-18,2011-12-07
0256,01760,0258,2019-05-06,2019-05-25
0257,00266,0842,2021-08-10,2021-08-17
0257,01575,1271,2005-06-22,2005-06-30
0257,01965,0752,2005-05-07,2005-05-19
0258,00069,0009,2012-02-15,2012-03-07
0258,00172,0333,2003-03-07,2003-03-20
0258,01371,0278,2010-01-03,2010-01-17
0259,00836,0305,2012-11-02,2012-11-23
0259,01119,0269,2009-11-08,2009-11-19
0259,01540,0945,2019-12-10,2020-01-07
0259,01679,0355,2021-10-04,2021-10-23
0260,01914,0325,2003-08-28,2003-09-05
0260,02330,1135,2022-05-08,2022-05-31
0260,02683,0226,2007-07-09,2007-07-19
0261,01435,0378,2012-04-12,2012-05-04
0261,02830,1164,2016-12-20,2016-12-30
0262,00471,0803,2017-09-28,2017-10-14
0262,01711,0172,2020-08-18,2020-09-10
0262,01993,0272,2022-01-15,2022-01-19
0263,00046,0938,2012-08-20,2012-09-05
0263,00083,1242,2006-03-25,2006-04-06
0263,01058,0026,2008-05-12,2008-05-23
0263,01222,0301,2013-05-11,2013-05-30
0263,02426,1009,2011-07-25,2011-07-27
0264,00643,0228,2011-05-05,2011-05-20
0264,02333,0155,2020-02-11,2020-02-24
0265,00224,1267,2002-08-13,2002-08-14
0265,02123,1266,2005-12-09,2005-12-26
0265,02708,0879,2005-03-19,2005-04-14
0266,00679,0884,2012-10-01,2012-10-30
0266,01116,0128,2012-05-01,2012-05-17
0267,02218,0021,2011-04-28,2011-05-19
0268,00408,0977,2018-09-28,2018-10-21
0268,00919,1214,2009-04-02,2009-04-03
0268,01752,0059,2019-04-26,2019-04-27
0268,01773,0135,2009-12-10,2009-12-30
0268,02372,0455,2009-09-10,2009-09-19
0269,01127,1464,2015-06-01,2015-06-16
0270,00638,1361,2016-01-03,2016-01-20
0271,00429,0224,2002-09-20,2002-10-04
0271,01003,0619,2008-02-26,2008-02-27
0271,01034,0675,2005-07-19,2005-07-31
0271,01257,0350,2020-02-16,2020-03-15
0271,01362,1267,2003-09-20,2003-10-20
0271,02154,0223,2009-12-24,2010-01-06
0271,02220,0043,2009-09-27,2009-10-04
0271,02427,1027,2021-03-07,2021-03-24
0271,02458,1470,2004-02-26,2004-03-11
0272,01064,0524,2020-06-24,2020-07-03
0272,02669,1393,2005-11-11,2005-11-22
0272,02857,1498,2018-07-26,2018-07-28
0273,02854,0152,2009-08-18,2009-09-04
0275,01139,0855,2017-04-01,2017-04-02
0275,01255,0043,2002-02-13,2002-02-24
0275,01745,1298,2012-01-25,2012-01-31
0275,02930,1151,2019-01-12,2019-02-09
0276,01266,0412,2004-11-18,2004-12-14
0276,02567,0008,2008-11-12,2008-11-18
0277,01716,0435,2010-10-23,2010-11-07
0278,00776,1300,2020-10-14,2020-11-10
0278,02616,1091,2009-10-08,2009-10-16
0279,01984,0524,2003-05-11,2003-05-30
0280,00812,0482,2018-12-16,2019-01-08
0280,00975,1176,2009-12-07,2009-12-21
0280,01320,0160,2022-02-27,2022-03-19
0281,00225,1186,2017-07-15,2017-08-11
0281,00428,0163,2020-05-12,2020-05-28
0281,01887,0077,2004-10-02,
0281,01905,0931,2005-04-26,2005-05-20
0281,02176,0491,2013-02-02,2013-02-04
0281,02229,0027,2012-07-05,2012-07-07
0282,00171,0188,2002-10-07,2002-10-09
0282,01074,0476,2011-10-21,2011-11-02
0282,01078,0228,2014-04-08,2014-04-14
0282,02821,0083,2013-09-01,2013-09-25
0283,01258,0322,2010-12-10,2010-12-13
0284,00779,0558,2012-06-13,2012-06-24
0284,02242,0259,2021-02-24,2021-02-25
0285,00262,0768,2003-06-14,
0285,00353,0242,2007-04-03,2007-04-12
0285,01004,0141,2013-01-09,2013-01-23
0285,01110,0441,2008-03-17,2008-03-20
0285,01231,1392,2012-10-19,2012-10-23
0286,00461,1072,2017-07-12,2017-07-25
0286,00712,0523,2009-11-28,2009-11-29
0286,01853,0626,2006-07-28,2006-08-11
0286,02594,0069,2013-05-17,2013-05-27
0287,02228,0060,2013-01-02,2013-01-19
0288,01350,0267,2007-12-01,2007-12-22
0288,02956,0023,2018-05-03,2018-05-28
0289,00719,0521,2012-04-17,2012-05-16
0289,01154,0706,2019-05-07,2019-05-09
0290,00915,1293,2003-08-09,2003-08-26
0290,01142,1310,2006-07-06,2006-07-08
0290,01302,0374,2004-03-28,2004-04-15
0290,02631,0444,2010-10-12,2010-10-17
0291,00695,0057,2011-08-14,2011-09-07
0291,01085,1232,2022-03-11,2022-03-29
0291,01456,0749,2002-07-01,2002-07-19
0291,02395,1374,2003-09-19,2003-10-10
0291,02744,0233,2021-12-02,2021-12-17
0291,02870,0051,2016-08-19,2016-09-03
0292,00267,1068,2011-02-01,2011-02-20
0292,02924,0798,2020-06-16,2020-06-30
0293,01152,0159,2012-05-25,2012-06-09
0293,02198,0257,2013-10-26,2013-11-21
0293,02474,1301,2020-06-15,2020-06-18
0294,00710,1127,2009-12-27,2010-01-24
0294,00911,1381,2016-04-04,2016-04-18
0294,01408,0803,2017-05-01,2017-05-13
0294,01876,0701,2015-01-13,2015-02-12
0294,02482,1277,2003-09-17,2003-10-02
0294,02992,0685,2020-04-01,2020-04-24
0295,02129,0626,2012-09-12,2012-09-19
0296,01195,1447,2018-05-11,2018-05-13
0297,00015,0122,2012-09-12,2012-09-26
0297,02587,1335,2005-07-03,2005-07-22
0298,00952,0572,2006-04-01,2006-04-25
0298,01730,0978,2007-10-23,2007-11-01
0298,02408,0739,2017-06-11,2017-07-03
0299,00232,0735,2006-10-08,2006-10-18
0299,00608,1141,2020-10-17,2020-11-08
0299,01594,1097,2007-10-09,2007-10-29
0299,01627,0923,2014-02-18,2014-02-20
0299,01640,0047,2012-11-01,2012-11-28
0300,00256,0775,2005-07-12,2005-08-09
0300,00473,0398,2004-04-01,2004-04-03
0300,01505,0816,2008-01-08,2008-01-23
0300,01793,1288,2011-02-27,2011-03-16
0300,02897,0196,2005-09-23,2005-10-08
0301,00563,0869,2005-08-13,2005-08-19
0301,02246,0847,2006-07-20,2006-08-08
0302,02928,1485,2002-04-09,2002-04-10
0303,00749,0241,2017-12-19,2018-01-16
0303,01610,0268,2014-03-01,2014-03-16
0303,01976,0513,2008-08-03,2008-08-17
0304,00733,1354,2014-08-18,2014-09-07
0304,01399,1321,2016-01-25,2016-01-28
0304,01441,1197,2013-11-12,2013-12-02
0305,00245,0301,2015-06-24,2015-07-18
0305,00374,1029,2007-10-03,2007-10-27
0305,00923,0350,2012-12-25,2013-01-04
0305,01589,0951,2010-11-03,2010-11-25
0305,02887,0848,2011-11-09,2011-12-01
0307,00091,1474,2008-02-01,2008-02-02
0307,00388,1479,2009-08-16,2009-09-07
0307,01569,1031,2013-06-28,2013-07-11
0307,01740,1434,2010-01-08,2010-01-26
0307,01885,1095,2002-05-08,2002-06-04
0307,01985,0361,2003-07-18,2003-07-20
0308,00946,1104,2018-05-25,2018-06-09
0308,01272,0409,2011-03-11,2011-04-05
0308,02086,0842,2008-11-23,2008-12-08
0309,00292,0997,2013-08-24,2013-08-27
0309,01463,0308,2010-10-21,2010-10-25
0309,02294,1285,2019-01-05,2019-01-24
0309,02690,1314,2022-03-20,
0310,00253,0031,2011-10-17,2011-11-12
0310,01618,1454,2002-10-04,2002-10-05
0311,00478,1406,2019-02-12,2019-02-19
0312,00795,0560,2012-12-28,2013-01-27
0313,01310,0384,2013-02-17,2013-03-01
0313,02386,1071,2004-10-25,2004-11-20
0314,00942,1205,2022-01-28,2022-02-09
0314,01175,1158,2014-12-14,2014-12-16
0314,01296,0389,2010-04-12,2010-05-04
0314,01426,1343,2021-11-24,2021-12-18
0314,01622,0501,2014-01-25,2014-02-02
0315,00819,0825,2005-11-10,2005-11-18
0315,01049,1202,2008-08-05,2008-08-09
0315,01141,0714,2016-12-27,2017-01-21
0315,02948,0621,2021-06-14,2021-07-05
0316,01832,0238,2013-02-13,2013-03-07
0318,01617,0317,2018-05-02,2018-05-23
0319,00314,0640,2010-04-04,2010-04-09
0319,01103,0028,2004-03-01,2004-03-28
0319,02929,1295,2017-02-03,2017-02-13
0319,02966,0488,2018-09-10,
0320,00746,1376,2020-01-18,2020-02-17
0320,02257,1144,2021-12-28,2022-01-07
0320,02319,1176,2007-11-06,2007-11-07
0321,01780,0836,2006-04-15,2006-05-07
0322,00189,0937,2017-04-06,2017-04-21
0322,00259,0872,2002-01-16,2002-01-21
0322,01781,0464,2014-06-25,2014-07-20
0322,02430,0819,2020-11-27,2020-12-26
0322,02710,1136,2018-01-10,2018-01-30
0323,00525,0374,2007-07-07,
0323,00949,0223,2004-04-27,2004-04-28
0323,01467,0434,2015-12-11,2015-12-17
0324,01367,0707,2002-01-13,2002-02-01
0324,02056,0934,2010-04-20,2010-05-10
0324,02089,0707,2021-03-07,2021-03-15
0324,02203,1125,2005-06-19,2005-07-04
0324,02529,0721,2012-02-26,2012-03-11
0325,00968,1374,2014-11-11,2014-11-20
0325,02285,0946,2005-10-19,2005-10-28
0326,00199,1092,2008-06-13,2008-07-11
0326,00616,1399,2004-01-18,2004-02-01
0326,01102,0821,2022-12-12,2022-12-17
0326,02429,1301,2013-06-03,2013-06-15
0326,02443,1321,2017-03-01,2017-03-31
0326,02959,0151,2019-06-18,2019-06-28
0328,02738,0921,2012-09-12,2012-09-19
0329,00286,0435,2004-01-19,2004-02-01
0329,00472,0143,2003-02-08,2003-03-10
0329,01374,0043,2020-02-26,2020-03-21
0329,01564,1094,2018-02-24,2018-03-02
0329,01828,1299,2007-09-01,2007-09-08
0329,02893,0101,2020-06-09,2020-06-16
0330,00691,0403,2018-11-15,2018-11-26
0331,00997,0374,2006-02-09,2006-03-10
0331,02028,0186,2012-02-25,2012-03-17
0332,00339,1360,2014-01-06,2014-01-31
0332,00571,1476,2022-11-08,2022-11-09
0332,00596,0399,2004-08-20,2004-08-30
0333,00093,1484,2017-07-18,2017-08-06
0333,00371,0052,2015-06-15,2015-07-11
0333,00976,1312,2012-02-16,2012-02-17
0333,01291,1081,2011-02-27,2011-03-28
0334,00252,0348,2007-09-06,2007-09-29
0334,01520,1454,2009-04-12,2009-04-28
0334,02342,0907,2021-04-11,2021-04-16
0335,00499,0406,2008-03-19,2008-03-20
0335,01414,1060,2009-07-02,2009-07-28
0335,02194,0104,2013-03-21,2013-03-26
0335,02735,1359,2011-01-15,2011-01-17
0336,00457,0602,2007-04-25,2007-05-19
0336,00989,0896,2003-04-04,2003-04-11
0336,01448,0569,2008-11-03,2008-11-17
0336,02064,0329,2009-11-28,2009-12-13
0337,00157,0413,2013-09-01,2013-09-24
0337,00657,0749,2016-04-19,2016-05-10
0337,01440,1308,2020-03-21,2020-03-25
0337,02266,0679,2022-04-06,2022-04-30
0337,02473,0471,2013-10-11,2013-11-09
0337,02694,1359,2012-06-22,2012-07-19
0338,00117,0835,2008-08-20,2008-08-24
0338,00200,0039,2021-11-19,2021-11-29
0338,00482,0909,2007-04-26,2007-05-26
0338,00893,0111,2002-11-07,2002-11-24
0339,00635,1423,2015-12-22,2016-01-17
0339,01579,0695,2014-08-20,2014-08-26
0339,02875,1466,2005-09-08,2005-09-23
0340,00932,0338,2013-04-19,2013-05-04
0340,01155,1311,2017-06-16,2017-06-30
0340,01945,0614,2009-01-07,2009-01-31
0340,02646,1483,2008-11-20,2008-12-07
0341,00367,1232,2005-06-11,2005-06-28
0341,00375,0043,2013-02-04,2013-02-21
0341,01948,0681,2005-12-28,2006-01-19
0341,02323,0324,2011-05-10,2011-06-05
0342,00105,0946,2019-11-16,2019-11-27
0343,00063,1257,2016-10-03,2016-10-27
0343,01943,0934,2005-04-25,2005-04-27
0343,02033,0192,2016-08-22,2016-08-26
0343,02856,0338,2011-01-23,2011-01-27
0345,01358,0768,2015-03-03,2015-03-31
0346,00190,0054,2010-05-01,2010-05-11
0346,00378,0631,2020-02-23,2020-03-05
0346,00895,0498,2022-04-09,2022-04-19
0346,01891,1293,2008-10-23,2008-11-17
0347,00825,0332,2004-01-23,2004-02-17
0347,02114,1145,2010-10-15,2010-11-12
0348,02031,0619,2008-07-14,2008-07-29
0348,02046,0410,2014-10-28,2014-11-10
0348,02082,0478,2010-04-24,2010-05-10
0349,00121,0766,2021-11-07,2021-11-24
0349,00174,0445,2017-04-18,2017-05-16
0349,00747,0677,2013-01-27,2013-02-05
0349,00805,1225,2019-09-13,2019-09-27
0350,00581,0584,2022-03-08,2022-03-12
0350,01171,0291,2006-11-14,2006-11-17
0350,01466,0244,2005-08-02,2005-08-03
0350,01506,0783,2004-11-12,2004-11-24
0350,02488,0057,2002-05-28,2002-06-26
0350,02818,0555,2010-06-07,2010-06-24
0350,02841,0368,2010-03-20,2010-03-31
0351,02269,0091,2014-08-16,2014-08-26
0352,00107,0038,2010-07-20,2010-08-07
0352,00500,0174,2003-02-08,2003-02-25
0352,01576,0488,2009-05-05,2009-05-12
0352,02185,0826,2007-10-27,2007-11-21
0352,02762,0195,2015-10-15,2015-11-10
0353,00128,0266,2003-09-22,2003-09-23
0353,02104,1483,2016-07-14,2016-07-21
0354,00639,0486,2021-04-17,2021-05-08
0355,00497,1129,2007-12-07,2007-12-13
0355,00887,1428,2021-01-01,2021-01-08
0355,01366,0364,2008-02-21,2008-03-01
0355,01817,0513,2005-05-11,2005-06-08
0356,00350,0563,2006-09-27,2006-10-27
0356,00549,0811,2019-05-07,2019-05-08
0356,00809,0347,2017-09-22,2017-09-30
0356,02250,0878,2002-09-27,2002-09-30
0356,02393,0845,2005-05-04,2005-05-24
0357,00188,1002,2019-06-02,2019-06-16
0357,00944,0400,2016-03-07,2016-03-21
0357,01767,0025,2019-04-14,2019-04-20
0358,00148,0219,2007-05-12,2007-05-27
0358,01519,0575,2009-02-18,2009-02-23
0359,00351,1301,2013-01-20,2013-02-04
0359,00384,0497,2016-07-11,2016-07-23
0359,02968,0727,2016-11-28,2016-12-27
0360,00524,0458,2013-07-05,2013-07-12
0360,01264,0443,2002-04-12,2002-04-16
0360,02022,0541,2011-08-10,2011-09-08
0361,00794,1443,2021-12-06,2022-01-04
0361,02636,0105,2005-02-04,2005-02-19
0363,00045,0738,2015-04-03,2015-04-19
0363,01109,1416,2020-10-27,2020-11-13
0363,01135,0851,2017-04-03,2017-04-09
0363,01747,0865,2005-10-20,2005-11-03
0363,02090,0154,2017-05-02,2017-05-28
0364,00365,0697,2014-08-24,2014-09-04
0364,00449,0930,2004-04-27,2004-05-27
0364,02448,0739,2002-05-04,2002-05-08
0366,02827,1424,2014-12-16,2015-01-13
0366,02914,1339,2015-04-17,2015-04-22
0367,00328,0134,2007-02-10,2007-02-11
0367,00830,0043,2006-01-26,2006-02-24
0367,01012,0372,2003-12-07,2004-01-02
0368,00488,1302,2017-09-21,2017-10-11
0369,02869,0269,2014-10-21,2014-11-02
0370,01029,1363,2018-11-17,2018-12-08
0370,01584,1006,2002-02-01,2002-02-07
0370,02003,0067,2013-04-19,2013-05-19
0371,00043,1006,2007-07-12,2007-07-30
0371,02434,0635,2021-05-12,2021-05-13
0371,02507,0924,2017-05-07,2017-06-04
0371,03000,0655,2016-10-10,2016-10-16
0372,00032,0078,2014-11-09,2014-11-17
0372,01384,0018,2006-06-18,2006-07-13
0372,02092,0501,2002-09-26,2002-10-09
0372,02279,0608,2013-02-09,2013-02-12
0372,02788,1423,2017-10-23,2017-11-22
0372,02923,0135,2004-11-19,2004-12-01
0373,00229,0289,2009-05-20,2009-05-21
0373,00862,0560,2006-01-05,2006-01-17
0373,01896,1339,2014-11-07,2014-11-30
0373,02300,0096,2002-07-15,2002-08-01
0374,00411,0276,2013-10-22,2013-11-09
0374,00531,1141,2011-02-04,2011-02-18
0374,01196,1496,2017-12-28,2018-01-06
0374,02907,1158,2021-09-07,2021-10-07
0375,01489,0742,2013-12-03,2013-12-11
0375,01890,0507,2012-11-19,2012-11-27
0376,00427,0361,2011-03-20,2011-03-26
0376,01941,1217,2003-09-04,2003-10-01
0377,02204,1417,2016-10-19,2016-10-28
0378,00811,0781,2002-11-11,2002-12-02
0378,01072,0586,2015-11-01,2015-11-06
0379,00004,0979,2012-04-22,2012-05-14
0379,01206,1460,2010-04-15,2010-04-18
0379,01335,1150,2006-02-07,2006-02-13
0380,01337,1327,2009-05-26,2009-06-10
0381,00291,0358,2004-01-12,2004-01-19
0381,00842,0560,2021-01-10,2021-01-14
0381,02894,0507,2018-05-20,2018-05-25
0382,02392,0623,2007-04-23,2007-05-15
0382,02917,0197,2009-02-28,2009-03-23
0383,01191,1079,2016-08-05,2016-08-26
0384,00129,0481,2005-05-19,2005-06-10
0384,01150,1028,2016-03-11,2016-03-12
0384,01750,0965,2019-02-25,2019-03-24
0385,02549,0727,2006-09-13,2006-10-09
0386,00303,0716,2022-05-28,2022-06-20
0386,00431,0808,2004-08-20,2004-09-05
0386,02799,0325,2004-12-25,2004-12-28
0387,00516,1274,2018-12-21,2019-01-18
0387,00980,1036,2013-08-03,2013-08-30
0387,01309,0061,2010-09-08,2010-09-28
0387,02158,0949,2014-09-09,2014-09-15
0387,02420,1273,2014-10-14,2014-10-31
0388,00786,0061,2004-09-05,2004-10-01
0388,02182,1428,2020-10-14,2020-11-07
0389,00358,0267,2011-03-10,2011-03-20
0389,00503,1316,2016-03-12,2016-03-20
0389,02053,0609,2012-08-17,2012-09-06
0390,01391,0887,2008-09-26,2008-10-15
0391,00068,0548,2016-07-12,2016-07-17
0391,00340,0027,2015-10-25,2015-11-10
0392,01228,1238,2004-11-28,2004-11-29
0392,02009,1141,2015-07-12,2015-07-18
0393,00689,0637,2006-01-24,2006-01-27
0393,01117,0177,2007-02-20,2007-03-17
0393,01223,0922,2018-09-18,2018-10-15
0394,02511,0493,2015-12-08,2015-12-13
0394,02536,1479,2002-07-07,2002-07-13
0396,00498,0098,2016-08-23,2016-09-19
0396,02077,1214,2016-03-15,2016-04-09
0396,02902,1332,2010-05-27,2010-06-03
0397,01481,0202,2014-12-13,2014-12-18
0397,02282,1298,2013-01-04,2013-01-11
0397,02562,0655,2018-06-26,2018-07-05
0398,00983,1145,2017-03-02,2017-03-25
0398,00985,1020,2003-08-10,2003-09-06
0398,02903,0766,2012-03-13,2012-03-29
0398,02912,0343,2010-07-03,2010-07-29
0399,01065,0707,2020-04-23,2020-05-06
0399,01737,1064,2002-04-11,2002-04-30
0399,01776,0860,2002-02-26,2002-03-15
0399,02110,0727,2014-01-23,2014-02-17
0400,00054,0970,2005-03-09,2005-03-15
0400,00334,0531,2011-02-17,2011-02-18
0400,00654,0838,2013-05-05,2013-05-27
0400,01541,0554,2014-11-04,2014-11-22
0401,00855,0772,2006-02-15,2006-02-18
0401,01263,0776,2012-07-10,2012-07-24
0401,02161,1243,2012-10-17,2012-11-16
0401,02226,1490,2013-04-16,2013-04-21
0401,02467,0033,2008-10-11,2008-10-12
0402,00019,0577,2011-01-03,2011-01-07
0402,00971,0516,2011-01-09,2011-02-08
0402,01422,1458,2015-03-04,2015-03-11
0402,01972,0703,2013-07-24,2013-08-02
0402,01994,0718,2022-02-26,2022-03-14
0402,02260,1067,2006-04-22,2006-05-05
0403,00297,1456,2020-08-27,2020-09-26
0403,01033,0923,2008-02-10,2008-03-11
0403,02833,0805,2020-02-15,2020-03-14
0404,00398,0488,2015-10-23,2015-11-04
0404,01642,0775,2015-12-11,2015-12-27
0404,01898,1044,2005-12-20,2005-12-29
0404,02707,0217,2021-10-04,2021-10-11
0405,00139,1436,2018-02-04,2018-03-03
0405,01076,0002,2011-02-17,2011-03-06
0405,02209,0264,2019-06-01,2019-06-25
0406,00560,0407,2006-08-20,2006-08-24
0406,00982,0419,2004-11-09,2004-11-14
0406,01087,1133,2005-12-01,2005-12-18
0406,01881,0295,2004-09-18,2004-09-20
0408,02121,0966,2009-05-06,2009-05-11
0408,02205,0221,2012-09-17,2012-09-29
0408,02433,0308,2016-01-15,2016-01-27
0408,02849,0384,2016-08-06,2016-08-31
0409,01691,1454,2006-12-11,2006-12-22
0409,01725,0732,2013-11-06,2013-11-28
0409,02264,0172,2008-01-06,2008-01-27
0409,02310,1225,2011-12-15,2011-12-22
0410,00316,1075,2015-01-28,2015-02-26
0410,00622,1150,2018-11-02,2018-11-23
0410,02136,1068,2015-07-25,2015-08-07
0410,02374,1002,2013-11-25,2013-12-25
0410,02543,0512,2010-02-17,2010-03-12
0411,01051,1419,2009-12-12,2010-01-11
0411,01979,1411,2007-11-26,2007-12-12
0412,00258,0701,2015-07-06,2015-07-23
0412,00280,0475,2010-10-16,2010-10-23
0412,00806,0890,2005-12-23,2006-01-08
0413,00077,0242,2017-02-19,2017-02-28
0413,01343,1254,2006-10-26,2006-11-11
0413,02173,1446,2002-10-17,2002-10-20
0414,01190,0909,2005-10-12,2005-11-03
0414,02275,0311,2005-08-17,2005-08-28
0415,00879,0658,2021-07-17,2021-07-31
0415,01060,1080,2020-06-06,2020-06-29
0415,01121,0052,2014-02-08,2014-02-11
0416,00897,0135,2012-07-05,2012-07-27
0416,01424,0711,2005-09-24,2005-10-02
0416,02032,1161,2021-10-12,2021-10-15
0416,02597,0980,2015-06-03,2015-06-12
0417,00426,1353,2015-02-02,2015-02-06
0417,01430,0188,2014-12-16,2015-01-01
0418,00641,0621,2015-09-12,2015-10-11
0418,00650,1301,2013-05-02,2013-05-20
0418,00875,0035,2003-11-15,
0418,00992,0383,2010-06-03,2010-07-03
0418,01811,0049,2010-03-25,2010-03-31
0418,01821,1320,2021-03-03,2021-03-16
0418,02273,0145,2020-02-03,2020-02-05
0419,00601,1363,2018-12-27,2019-01-12
0419,00838,0548,2013-11-10,2013-12-05
0420,00552,0964,2004-10-08,2004-10-13
0420,01304,0045,2020-04-04,2020-04-09
0420,01708,0122,2016-12-06,2016-12-23
0421,00899,1247,2003-12-12,2004-01-05
0422,01387,1405,2022-02-06,2022-02-17
0423,02249,1383,2006-08-23,2006-09-07
0423,02747,1310,2019-12-04,2020-01-02
0424,01570,0759,2014-07-07,2014-07-23
0425,00420,0648,2011-01-23,2011-02-02
0425,00508,0513,2020-03-28,2020-04-25
0425,01073,0470,2008-01-14,2008-01-27
0425,02542,0016,2003-06-27,2003-07-03
0426,00215,0889,2005-09-22,2005-10-12
0426,00605,0519,2005-02-20,2005-03-08
0426,00698,1245,2002-07-27,2002-08-02
0426,02050,0338,2016-08-23,2016-09-18
0427,01124,1463,2022-04-14,2022-04-24
0427,01829,0838,2010-03-04,2010-03-07
0428,01057,1474,2011-01-12,2011-02-09
0428,01093,0796,2003-06-18,2003-07-08
0428,01785,1069,2022-09-23,2022-10-06
0428,01999,0621,2014-11-24,2014-12-04
0428,02783,0342,2008-04-27,2008-05-12
0429,00901,0779,2021-11-17,2021-12-02
0430,00737,0664,2008-08-17,2008-09-08
0430,01746,0580,2019-08-24,2019-09-22
0430,01806,0517,2022-03-27,2022-03-28
0430,02146,0067,2011-10-10,2011-11-02
0431,00900,1106,2007-07-25,2007-08-11
0431,01563,0329,2017-06-04,2017-06-14
0431,01657,0330,2021-08-16,2021-09-06
0431,01706,0073,2021-06-23,2021-07-18
0431,01851,0036,2005-08-16,2005-08-18
0431,02213,0001,2018-08-25,2018-08-28
0431,02512,1129,2019-09-10,2019-09-20
0432,02223,1263,2020-01-12,2020-02-02
0432,02293,0337,2004-07-02,2004-07-16
0433,00493,0206,2021-12-17,2021-12-18
0433,02449,0657,2005-11-14,2005-12-12
0434,00464,0560,2011-06-16,2011-07-06
0434,00671,0826,2004-09-02,2004-09-16
0434,00846,0739,2021-08-23,2021-09-15
0434,01938,0562,2008-08-21,2008-08-22
0435,00070,1396,2005-09-13,2005-09-15
0435,01770,0376,2010-01-14,2010-01-17
0435,02985,0638,2019-07-10,2019-07-30
0436,00029,1387,2012-09-08,2012-10-04
0436,01486,0773,2016-12-19,2016-12-22
0437,00634,0138,2011-04-18,2011-04-21
0437,00832,1329,2020-05-22,2020-06-02
0437,00969,0103,2002-12-04,2002-12-16
0437,02658,0526,2012-10-27,2012-11-10
0437,02709,0887,2016-11-17,2016-11-30
0438,02438,0697,2009-08-04,2009-09-02
0439,00740,1450,2008-12-28,2009-01-19
0439,01457,0310,2021-12-17,2022-01-01
0439,01493,0497,2004-01-22,2004-02-03
0439,01904,1176,2012-03-20,2012-03-22
0439,02147,0524,2008-08-03,2008-08-19
0440,01315,0421,2007-01-25,2007-01-27
0441,00618,1054,2012-02-27,2012-03-13
0441,01783,0951,2009-05-18,2009-06-13
0442,00311,0873,2013-08-23,2013-08-28
0442,00327,0444,2011-07-27,2011-08-06
0442,00611,0430,2017-04-20,2017-05-18
0443,01908,0361,2021-10-11,2021-11-04
